user_id,prod_id,rating
686b7806ca1c58462be90444,69243466e865298abb12bc33,4.3
686b7806ca1c58462be90444,69244e7222280aa81104f50b,3.9
686b7806ca1c58462be90444,69243d70e865298abb12bc41,3.5
686b7806ca1c58462be90444,6924317ee865298abb12bc1e,5
686b7806ca1c58462be90444,69244f3622280aa81104f50f,1.5
686b7806ca1c58462be90444,69244a9eb7fb27683d01c667,3.5
686b7806ca1c58462be90444,692442bee865298abb12bc47,1.3
686b7806ca1c58462be90444,69243205e865298abb12bc22,3.2
686b7806ca1c58462be90444,69245a8922280aa81104f53b,5
686b7806ca1c58462be90444,692434ace865298abb12bc35,2.3
686b7806ca1c58462be90444,69244a9eb7fb27683d01c667,3.1
686b7806ca1c58462be90444,69244b4d22280aa81104f501,2.3
686b7806ca1c58462be90444,69243612e865298abb12bc3b,4
686b7806ca1c58462be90444,69243284e865298abb12bc24,2.9
686b7806ca1c58462be90444,69243612e865298abb12bc3b,4.2
686b7806ca1c58462be90444,6924570a22280aa81104f52d,3
686b7806ca1c58462be90444,6924586422280aa81104f533,2.1
686b7806ca1c58462be90444,69244f3622280aa81104f50f,1
686b7806ca1c58462be90444,692458b422280aa81104f535,4.3
686b7806ca1c58462be90444,69244ed722280aa81104f50d,2.2
686b7806ca1c58462be90444,6924577a22280aa81104f52f,1.4
686b7806ca1c58462be90444,69243d70e865298abb12bc41,3.2
686b7806ca1c58462be90444,692430cce865298abb12bc1a,3.1
686b7806ca1c58462be90444,69243032e865298abb12bc18,4.2
686b7806ca1c58462be90444,69243d21e865298abb12bc3f,2.6
686b7806ca1c58462be90444,6924520622280aa81104f519,1.3
686b7806ca1c58462be90444,69245a8922280aa81104f53b,4
686b7806ca1c58462be90444,69243d21e865298abb12bc3f,2.7
686b7806ca1c58462be90444,692453b422280aa81104f51f,3.3
686b7806ca1c58462be90444,69245b8a22280aa81104f53d,3.3
686b7806ca1c58462be90444,69244cb6b7fb27683d01c673,3.2
686b7806ca1c58462be90444,692430cce865298abb12bc1a,3.3
686b7806ca1c58462be90444,69242ca7eddd458d1f519430,2.3
686cd3d8701a2e0b8b96a03a,692442bee865298abb12bc47,1.1
686cd3d8701a2e0b8b96a03a,69242ca7eddd458d1f519430,3.4
686cd3d8701a2e0b8b96a03a,69243d21e865298abb12bc3f,2.6
686cd3d8701a2e0b8b96a03a,69243130e865298abb12bc1c,1.1
686cd3d8701a2e0b8b96a03a,69242d1feddd458d1f519432,1.4
686cd3d8701a2e0b8b96a03a,69242f3ce865298abb12bc13,1.7
686cd3d8701a2e0b8b96a03a,692431bfe865298abb12bc20,1.9
686cd3d8701a2e0b8b96a03a,69243417e865298abb12bc31,2.9
686cd3d8701a2e0b8b96a03a,69242ca7eddd458d1f519430,3.5
686cd3d8701a2e0b8b96a03a,69243d70e865298abb12bc41,4.2
686cd3d8701a2e0b8b96a03a,69243d21e865298abb12bc3f,3.9
686cd3d8701a2e0b8b96a03a,6924351de865298abb12bc37,3
686cd3d8701a2e0b8b96a03a,692442fde865298abb12bc49,1.1
686cd3d8701a2e0b8b96a03a,69244d9cb7fb27683d01c67d,3.3
686cd3d8701a2e0b8b96a03a,69242ca7eddd458d1f519430,2.9
686cd3d8701a2e0b8b96a03a,69243cd6e865298abb12bc3d,3.7
686cd3d8701a2e0b8b96a03a,69244aedb7fb27683d01c669,4.1
686cd3d8701a2e0b8b96a03a,69242fc9e865298abb12bc16,4.1
686cd3d8701a2e0b8b96a03a,692442fde865298abb12bc49,2.1
686cd3d8701a2e0b8b96a03a,69244409e865298abb12bc4f,4.8
686cd3d8701a2e0b8b96a03a,69245b8a22280aa81104f53d,3.1
686cd3d8701a2e0b8b96a03a,6924586422280aa81104f533,1.1
686cd3d8701a2e0b8b96a03a,69244409e865298abb12bc4f,4.4
686cd3d8701a2e0b8b96a03a,69242ca7eddd458d1f519430,3.5
686cd3d8701a2e0b8b96a03a,6924520622280aa81104f519,2.6
686cd3d8701a2e0b8b96a03a,69242fc9e865298abb12bc16,3.8
686cd3d8701a2e0b8b96a03a,692450a922280aa81104f515,2.7
686cd3d8701a2e0b8b96a03a,692459c422280aa81104f537,1.4
686cd3d8701a2e0b8b96a03a,69244b46b7fb27683d01c66b,3.2
686cd3d8701a2e0b8b96a03a,692431bfe865298abb12bc20,2.1
686cd3d8701a2e0b8b96a03a,69244409e865298abb12bc4f,3.5
686cd3d8701a2e0b8b96a03a,6924520622280aa81104f519,2
686cd3d8701a2e0b8b96a03a,69244dff22280aa81104f509,1.9
686cd3d8701a2e0b8b96a03a,69242fc9e865298abb12bc16,4.6
686cd3d8701a2e0b8b96a03a,692443aae865298abb12bc4d,4.1
686cd3d8701a2e0b8b96a03a,69243417e865298abb12bc31,3.7
686cd3d8701a2e0b8b96a03a,6924317ee865298abb12bc1e,3.4
686cd3d8701a2e0b8b96a03a,6924570a22280aa81104f52d,2.9
686cd3d8701a2e0b8b96a03a,69244fe122280aa81104f511,5
686cd3d8701a2e0b8b96a03a,69244f3622280aa81104f50f,1
686cd3d8701a2e0b8b96a03a,692457e322280aa81104f531,1
686cd3d8701a2e0b8b96a03a,69245a8922280aa81104f53b,4.7
686cd3d8701a2e0b8b96a03a,69243d21e865298abb12bc3f,2.1
686cd3d8701a2e0b8b96a03a,69243466e865298abb12bc33,4.8
686cd3d8701a2e0b8b96a03a,69243cd6e865298abb12bc3d,2
686cd3d8701a2e0b8b96a03a,69244be6b7fb27683d01c66f,5
686cd3d8701a2e0b8b96a03a,69243dc4e865298abb12bc43,2.9
686cd3d8701a2e0b8b96a03a,69243dc4e865298abb12bc43,3.2
686cd3d8701a2e0b8b96a03a,69244a9eb7fb27683d01c667,3.7
686cd3d8701a2e0b8b96a03a,69244aedb7fb27683d01c669,4.8
686cd3d8701a2e0b8b96a03a,6924351de865298abb12bc37,1.9
686cd3d8701a2e0b8b96a03a,692453b422280aa81104f51f,4.4
686cd3d8701a2e0b8b96a03a,69242ca7eddd458d1f519430,3
686cd3d8701a2e0b8b96a03a,69243612e865298abb12bc3b,3.2
686cd3d8701a2e0b8b96a03a,69244f3622280aa81104f50f,1.9
686cd3d8701a2e0b8b96a03a,69244bfe22280aa81104f503,1.7
686cd3d8701a2e0b8b96a03a,69243205e865298abb12bc22,4
686cd3d8701a2e0b8b96a03a,692459c422280aa81104f537,1.6
686cd3d8701a2e0b8b96a03a,6924520622280aa81104f519,1.8
686cd3d8701a2e0b8b96a03a,6924519a22280aa81104f517,3.1
686cd3d8701a2e0b8b96a03a,69244da022280aa81104f507,2.6
686cd3d8701a2e0b8b96a03a,69244cffb7fb27683d01c675,2.8
686cd3d8701a2e0b8b96a03a,69242f3ce865298abb12bc13,2.8
686cd3d8701a2e0b8b96a03a,6924426ce865298abb12bc45,2.4
686cd3d8701a2e0b8b96a03a,69242ca7eddd458d1f519430,3.4
686cd3d8701a2e0b8b96a03a,69244cffb7fb27683d01c675,1.2
686cd3d8701a2e0b8b96a03a,69244cb6b7fb27683d01c673,4.3
686cd3d8701a2e0b8b96a03a,69244d9cb7fb27683d01c67d,3.9
686cd3d8701a2e0b8b96a03a,692453b422280aa81104f51f,3.5
686cd3d8701a2e0b8b96a03a,69245a8922280aa81104f53b,4.2
686cd3d8701a2e0b8b96a03a,69245b8a22280aa81104f53d,2.6
686cd3d8701a2e0b8b96a03a,6924535122280aa81104f51d,3.1
686cd3d8701a2e0b8b96a03a,69243466e865298abb12bc33,5
686cd3d8701a2e0b8b96a03a,69242fc9e865298abb12bc16,3.5
686cd3d8701a2e0b8b96a03a,69242ca7eddd458d1f519430,3
686cd3d8701a2e0b8b96a03a,69243205e865298abb12bc22,4.5
686cd3d8701a2e0b8b96a03a,69243dc4e865298abb12bc43,3.9
686cd3d8701a2e0b8b96a03a,69244ed722280aa81104f50d,2
686cd3d8701a2e0b8b96a03a,69244fe122280aa81104f511,5
686cd3d8701a2e0b8b96a03a,69244cffb7fb27683d01c675,2.3
686cd3d8701a2e0b8b96a03a,6924542822280aa81104f521,4.4
686cd3d8701a2e0b8b96a03a,692434ace865298abb12bc35,3.9
686cd3d8701a2e0b8b96a03a,69242d1feddd458d1f519432,1
686cd3d8701a2e0b8b96a03a,69244b46b7fb27683d01c66b,3.7
686cd3d8701a2e0b8b96a03a,69243032e865298abb12bc18,4.5
686cd3d8701a2e0b8b96a03a,69243466e865298abb12bc33,5
686cd3d8701a2e0b8b96a03a,692431bfe865298abb12bc20,2.1
686cd3d8701a2e0b8b96a03a,692432dfe865298abb12bc26,3.8
686cd3d8701a2e0b8b96a03a,69244be6b7fb27683d01c66f,3.6
69229d84ca464ec9dc045333,6924519a22280aa81104f517,3.6
69229d84ca464ec9dc045333,692442bee865298abb12bc47,1
69229d84ca464ec9dc045333,69243d21e865298abb12bc3f,2.8
69229d84ca464ec9dc045333,692431bfe865298abb12bc20,3
69229d84ca464ec9dc045333,69244aedb7fb27683d01c669,4.3
69229d84ca464ec9dc045333,69243d21e865298abb12bc3f,2.1
69229d84ca464ec9dc045333,69244358e865298abb12bc4b,1.6
69229d84ca464ec9dc045333,692442fde865298abb12bc49,2.1
69229d84ca464ec9dc045333,69244d9cb7fb27683d01c67d,4.3
69229d84ca464ec9dc045333,6924519a22280aa81104f517,4.1
69229d84ca464ec9dc045333,69244d3822280aa81104f505,4.5
69229d84ca464ec9dc045333,69244b46b7fb27683d01c66b,3.3
69229d84ca464ec9dc045333,692442fde865298abb12bc49,2.4
69229d84ca464ec9dc045333,69244409e865298abb12bc4f,3.4
69229d84ca464ec9dc045333,69243130e865298abb12bc1c,1
69229d84ca464ec9dc045333,69243284e865298abb12bc24,3.2
69229d84ca464ec9dc045333,69243417e865298abb12bc31,3
69229d84ca464ec9dc045333,69243dc4e865298abb12bc43,3.8
69229d84ca464ec9dc045333,6924570a22280aa81104f52d,1.7
69229d84ca464ec9dc045333,69243130e865298abb12bc1c,1
69229d84ca464ec9dc045333,69244bfe22280aa81104f503,1
69229d84ca464ec9dc045333,692457e322280aa81104f531,1
69229d84ca464ec9dc045333,69243466e865298abb12bc33,4.6
69229d84ca464ec9dc045333,692459c422280aa81104f537,1
69229d84ca464ec9dc045333,6924549e22280aa81104f523,3.5
69229d84ca464ec9dc045333,692431bfe865298abb12bc20,1.2
69229d84ca464ec9dc045333,6924570a22280aa81104f52d,2
69229d84ca464ec9dc045333,69244cffb7fb27683d01c675,3
69229d84ca464ec9dc045333,69243130e865298abb12bc1c,1
69229d84ca464ec9dc045333,692432dfe865298abb12bc26,3.4
69229d84ca464ec9dc045333,69242fc9e865298abb12bc16,3.1
69229d84ca464ec9dc045333,692442bee865298abb12bc47,1
69229d84ca464ec9dc045333,69244b91b7fb27683d01c66d,3.6
69229d84ca464ec9dc045333,69243d21e865298abb12bc3f,2.2
69229d84ca464ec9dc045333,69242fc9e865298abb12bc16,4.1
69229d84ca464ec9dc045333,69244aedb7fb27683d01c669,4.7
69229d84ca464ec9dc045333,69242f3ce865298abb12bc13,1.8
69229d84ca464ec9dc045333,69243032e865298abb12bc18,5
69229d84ca464ec9dc045333,6924542822280aa81104f521,3.2
69229d84ca464ec9dc045333,69244d9cb7fb27683d01c67d,4.5
69229d84ca464ec9dc045333,692455df22280aa81104f529,2.1
69229d84ca464ec9dc045333,69244b91b7fb27683d01c66d,2.7
69229d84ca464ec9dc045333,69242ca7eddd458d1f519430,2.4
69229d84ca464ec9dc045333,692459c422280aa81104f537,2.4
69229d84ca464ec9dc045333,69244d5db7fb27683d01c67b,2.4
69229d84ca464ec9dc045333,6924557222280aa81104f527,2.3
69229d84ca464ec9dc045333,69244fe122280aa81104f511,3.9
69229d84ca464ec9dc045333,69244be6b7fb27683d01c66f,4.4
69229d84ca464ec9dc045333,69244a9eb7fb27683d01c667,3.5
69229d84ca464ec9dc045333,692433b6e865298abb12bc2e,5
69229d84ca464ec9dc045333,692459c422280aa81104f537,1
69229d84ca464ec9dc045333,692458b422280aa81104f535,2.4
69229d84ca464ec9dc045333,69243d21e865298abb12bc3f,3.1
69229d84ca464ec9dc045333,69242f3ce865298abb12bc13,2.1
69229d84ca464ec9dc045333,69244409e865298abb12bc4f,3.6
69229d84ca464ec9dc045333,69243612e865298abb12bc3b,3.4
69229d84ca464ec9dc045333,6924550e22280aa81104f525,2
69229d84ca464ec9dc045333,69244b46b7fb27683d01c66b,3.7
69229d84ca464ec9dc045333,69244be6b7fb27683d01c66f,3.8
69229d84ca464ec9dc045333,69243205e865298abb12bc22,2.7
69229d84ca464ec9dc045333,692431bfe865298abb12bc20,1.8
69229d84ca464ec9dc045333,692443aae865298abb12bc4d,3.4
69229d84ca464ec9dc045333,69243599e865298abb12bc39,4.9
69229d84ca464ec9dc045333,69244c42b7fb27683d01c671,2.7
69229d84ca464ec9dc045333,69245b8a22280aa81104f53d,2.9
69229d84ca464ec9dc045333,69243417e865298abb12bc31,2.8
69229d84ca464ec9dc045333,692431bfe865298abb12bc20,1.4
69229d84ca464ec9dc045333,69244cb6b7fb27683d01c673,3.7
69229d84ca464ec9dc045333,69244fe122280aa81104f511,4.9
69229d84ca464ec9dc045333,69242ca7eddd458d1f519430,3.1
69229d84ca464ec9dc045333,6924542822280aa81104f521,4.9
69229d84ca464ec9dc045333,6924549e22280aa81104f523,3.9
69229d84ca464ec9dc045333,6924586422280aa81104f533,1.9
69229d84ca464ec9dc045333,69244fe122280aa81104f511,4.6
69229d84ca464ec9dc045333,692442bee865298abb12bc47,1.5
69229d84ca464ec9dc045333,69244e7222280aa81104f50b,3.4
69229d84ca464ec9dc045333,69242ca7eddd458d1f519430,2.5
69229d84ca464ec9dc045333,69243612e865298abb12bc3b,3.9
69247e0e44e4cccaa87c234c,6924317ee865298abb12bc1e,4.8
69247e0e44e4cccaa87c234c,69243599e865298abb12bc39,3.5
69247e0e44e4cccaa87c234c,69244f3622280aa81104f50f,1.7
69247e0e44e4cccaa87c234c,69244fe122280aa81104f511,4.3
69247e0e44e4cccaa87c234c,6924577a22280aa81104f52f,1.4
69247e0e44e4cccaa87c234c,692434ace865298abb12bc35,2.6
69247e0e44e4cccaa87c234c,69244d9cb7fb27683d01c67d,4.7
69247e0e44e4cccaa87c234c,6924557222280aa81104f527,3
69247e0e44e4cccaa87c234c,692433b6e865298abb12bc2e,3.7
69247e0e44e4cccaa87c234c,6924535122280aa81104f51d,4.3
69247e0e44e4cccaa87c234c,6924520622280aa81104f519,2.7
69247e0e44e4cccaa87c234c,69242fc9e865298abb12bc16,5
69247e0e44e4cccaa87c234c,692443aae865298abb12bc4d,4.2
69247e0e44e4cccaa87c234c,69245b8a22280aa81104f53d,2.4
69247e0e44e4cccaa87c234c,69243cd6e865298abb12bc3d,3.7
69247e0e44e4cccaa87c234c,6924351de865298abb12bc37,3.2
69247e0e44e4cccaa87c234c,69244cffb7fb27683d01c675,1.4
69247e0e44e4cccaa87c234c,69244be6b7fb27683d01c66f,4.3
69247e0e44e4cccaa87c234c,69244b4d22280aa81104f501,3.2
69247e0e44e4cccaa87c234c,69243130e865298abb12bc1c,1.8
69247e0e44e4cccaa87c234c,69243205e865298abb12bc22,3.3
69247e0e44e4cccaa87c234c,69244409e865298abb12bc4f,5
69247e0e44e4cccaa87c234c,69244cffb7fb27683d01c675,1.7
69247e0e44e4cccaa87c234c,69243130e865298abb12bc1c,1.8
69247e0e44e4cccaa87c234c,69243466e865298abb12bc33,4.6
69247e0e44e4cccaa87c234c,6924577a22280aa81104f52f,1.4
69247e0e44e4cccaa87c234c,69244bfe22280aa81104f503,1.5
69247e0e44e4cccaa87c234c,69244dff22280aa81104f509,2.2
69247e0e44e4cccaa87c234c,6924550e22280aa81104f525,1
69247e0e44e4cccaa87c234c,69243130e865298abb12bc1c,2
69247e0e44e4cccaa87c234c,69243205e865298abb12bc22,3.3
69247e0e44e4cccaa87c234c,69243417e865298abb12bc31,3.7
69247e0e44e4cccaa87c234c,69243284e865298abb12bc24,2.2
69247e0e44e4cccaa87c234c,6924550e22280aa81104f525,1
69247e0e44e4cccaa87c234c,6924535122280aa81104f51d,3.5
69247e0e44e4cccaa87c234c,69244da022280aa81104f507,1.2
69247e0e44e4cccaa87c234c,69242ca7eddd458d1f519430,2.7
69247e0e44e4cccaa87c234c,69244b91b7fb27683d01c66d,4.4
69247e0e44e4cccaa87c234c,69242fc9e865298abb12bc16,4.7
69247e0e44e4cccaa87c234c,6924570a22280aa81104f52d,2.2
69247e0e44e4cccaa87c234c,69244ed722280aa81104f50d,1
69247e0e44e4cccaa87c234c,69244d9cb7fb27683d01c67d,4.9
69247e0e44e4cccaa87c234c,69243dc4e865298abb12bc43,3.2
69247e0e44e4cccaa87c234c,69243205e865298abb12bc22,2.7
69247e0e44e4cccaa87c234c,69242d1feddd458d1f519432,1
69247e0e44e4cccaa87c234c,692433b6e865298abb12bc2e,3.2
69247e0e44e4cccaa87c234c,69242fc9e865298abb12bc16,3.9
69247e0e44e4cccaa87c234c,69244d3822280aa81104f505,3.1
69247e0e44e4cccaa87c234c,69245a1f22280aa81104f539,2
69247e0e44e4cccaa87c234c,6924542822280aa81104f521,4.5
69247e0e44e4cccaa87c234c,69244b4d22280aa81104f501,2.4
69247e0e44e4cccaa87c234c,69243417e865298abb12bc31,3.8
69247e0e44e4cccaa87c234c,69243599e865298abb12bc39,5
69247e0e44e4cccaa87c234c,69244da022280aa81104f507,1.3
69247e0e44e4cccaa87c234c,69242f3ce865298abb12bc13,1.5
69247e0e44e4cccaa87c234c,6924519a22280aa81104f517,3.8
69247e0e44e4cccaa87c234c,69242ca7eddd458d1f519430,3
69247e0e44e4cccaa87c234c,69242f3ce865298abb12bc13,1.1
69247e0e44e4cccaa87c234c,69243417e865298abb12bc31,3.1
69247e0e44e4cccaa87c234c,69244ed722280aa81104f50d,2
69247e0e44e4cccaa87c234c,692431bfe865298abb12bc20,1.8
69247e0e44e4cccaa87c234c,69244a9eb7fb27683d01c667,4.2
69247e0e44e4cccaa87c234c,692430cce865298abb12bc1a,2
69247e0e44e4cccaa87c234c,69243284e865298abb12bc24,2.8
69247e0e44e4cccaa87c234c,69244a9eb7fb27683d01c667,2.8
69247e0e44e4cccaa87c234c,6924550e22280aa81104f525,1.1
69247e0e44e4cccaa87c234c,6924317ee865298abb12bc1e,3.6
69247e0e44e4cccaa87c234c,692459c422280aa81104f537,2.2
69247e0e44e4cccaa87c234c,69244bfe22280aa81104f503,1
69247e0e44e4cccaa87c234c,69244da022280aa81104f507,2.5
69247e0e44e4cccaa87c234c,69242fc9e865298abb12bc16,4.4
69247e0e44e4cccaa87c234c,69242f3ce865298abb12bc13,2.7
69247e0e44e4cccaa87c234c,69242d1feddd458d1f519432,1.1
69247e0e44e4cccaa87c234c,692450a922280aa81104f515,2.3
69247e0e44e4cccaa87c234c,69242d1feddd458d1f519432,1
69247e0e44e4cccaa87c234c,6924520622280aa81104f519,2.3
69247e0e44e4cccaa87c234c,6924542822280aa81104f521,3.9
69247e0e44e4cccaa87c234c,6924549e22280aa81104f523,3
69247e0e44e4cccaa87c234c,692431bfe865298abb12bc20,1.8
69247e0e44e4cccaa87c234c,6924577a22280aa81104f52f,1.6
69247e0e44e4cccaa87c234c,69244b4d22280aa81104f501,2.2
69247e0e44e4cccaa87c234c,69244409e865298abb12bc4f,3.9
69247e0e44e4cccaa87c234c,69245a1f22280aa81104f539,1.9
69247e0e44e4cccaa87c234c,6924519a22280aa81104f517,2.6
69247e0e44e4cccaa87c234c,69244da022280aa81104f507,2.1
69247e0e44e4cccaa87c234c,69244cffb7fb27683d01c675,1.3
69247e0e44e4cccaa87c234c,69243205e865298abb12bc22,2.8
69247e0e44e4cccaa87c234c,69244cffb7fb27683d01c675,1.3
69247e0e44e4cccaa87c234c,69243d21e865298abb12bc3f,3.7
69247e0e44e4cccaa87c234c,69242d1feddd458d1f519432,1.6
69247e0e44e4cccaa87c234c,69243130e865298abb12bc1c,1.3
69247e0e44e4cccaa87c234c,692443aae865298abb12bc4d,4
69247e0e44e4cccaa87c234c,69243cd6e865298abb12bc3d,2.2
69247e0e44e4cccaa87c234d,6924549e22280aa81104f523,3.3
69247e0e44e4cccaa87c234d,69242ca7eddd458d1f519430,3.9
69247e0e44e4cccaa87c234d,6924542822280aa81104f521,4.2
69247e0e44e4cccaa87c234d,692430cce865298abb12bc1a,1.6
69247e0e44e4cccaa87c234d,69244be6b7fb27683d01c66f,5
69247e0e44e4cccaa87c234d,692458b422280aa81104f535,4
69247e0e44e4cccaa87c234d,69242ca7eddd458d1f519430,2.5
69247e0e44e4cccaa87c234d,69242d1feddd458d1f519432,1.4
69247e0e44e4cccaa87c234d,69242f3ce865298abb12bc13,2.9
69247e0e44e4cccaa87c234d,69242fc9e865298abb12bc16,4.3
69247e0e44e4cccaa87c234d,69243032e865298abb12bc18,4.7
69247e0e44e4cccaa87c234d,6924519a22280aa81104f517,3.9
69247e0e44e4cccaa87c234d,692457e322280aa81104f531,1.8
69247e0e44e4cccaa87c234d,6924426ce865298abb12bc45,1.4
69247e0e44e4cccaa87c234d,69244da022280aa81104f507,2.8
69247e0e44e4cccaa87c234d,69244b4d22280aa81104f501,2.9
69247e0e44e4cccaa87c234d,692431bfe865298abb12bc20,2.7
69247e0e44e4cccaa87c234d,692443aae865298abb12bc4d,3.5
69247e0e44e4cccaa87c234d,69242fc9e865298abb12bc16,3.9
69247e0e44e4cccaa87c234d,69243365e865298abb12bc2c,4
69247e0e44e4cccaa87c234d,69244cb6b7fb27683d01c673,4.2
69247e0e44e4cccaa87c234d,69244aedb7fb27683d01c669,5
69247e0e44e4cccaa87c234d,69243284e865298abb12bc24,2.5
69247e0e44e4cccaa87c234d,69243417e865298abb12bc31,4
69247e0e44e4cccaa87c234d,69244ed722280aa81104f50d,1
69247e0e44e4cccaa87c234d,69242d1feddd458d1f519432,2.5
69247e0e44e4cccaa87c234d,69244d5db7fb27683d01c67b,1.9
69247e0e44e4cccaa87c234d,69244dff22280aa81104f509,1.8
69247e0e44e4cccaa87c234d,6924570a22280aa81104f52d,2.8
69247e0e44e4cccaa87c234d,69244f3622280aa81104f50f,1.6
69247e0e44e4cccaa87c234d,69244fe122280aa81104f511,3.9
69247e0e44e4cccaa87c234d,692433b6e865298abb12bc2e,4.3
69247e0e44e4cccaa87c234d,69244bfe22280aa81104f503,1.3
69247e0e44e4cccaa87c234d,69243417e865298abb12bc31,2.8
69247e0e44e4cccaa87c234d,692443aae865298abb12bc4d,3.2
69247e0e44e4cccaa87c234d,69244cb6b7fb27683d01c673,4.2
69247e0e44e4cccaa87c234d,6924549e22280aa81104f523,3.9
69247e0e44e4cccaa87c234d,692459c422280aa81104f537,1.1
69247e0e44e4cccaa87c234d,69245a8922280aa81104f53b,5
69247e0e44e4cccaa87c234d,69244be6b7fb27683d01c66f,4.8
